REF_ID,PRED_ID,LOC_ID,STA_ID,GIS_STA_ID,STA_NUM,STA_NAME,STA_TYPE,COORD_DATA_SOURCE,STA_TRA_MDPT_LAT,STA_TRA_MDPT_LONG,STA_DEP,SAMP_DEP,TIME_ZONE,YEAR,MON,DAY,TIME,SEAS,BEG_TRA_LAT,BEG_TRA_LONG,BEG_TRA_DEP,BEG_TRA_SAMP_DEP,BEG_YEAR,BEG_MON,BEG_DAY,BEG_TIME,BEG_SEAS,END_TRA_LAT,END_TRA_LONG,END_TRA_DEP,END_TRA_SAMP_DEP,END_YEAR,END_MON,END_DAY,END_TIME,END_SEAS,TRA_LEN,TRA_WID,TRAWL_AREA,TRA_HT,TRA_VOL,HAB_SYSTEM,HAB_SUBSYSTEM,TIDAL_ZONE,REALM,PROVINCE,ECOREGION,SYS_CONF,STA_NOTES
28f,Pare.1,28f.1,28f.2,NA,C,NA,NA,Extracted from map provided with the reference.,28.846009,-94.695737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1976,NA,NA,NA,NA,NA,NA,NA,NA,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Nearshore,Subtidal,TNA,WTNA,43,NA,NA
28f,Pare.1,28f.1,28f.3,NA,A,NA,NA,Extracted from map provided with the reference.,28.895833,-94.697318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1976,NA,NA,NA,NA,NA,NA,NA,NA,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Nearshore,Subtidal,TNA,WTNA,43,NA,NA
28f,Rcan.1,28f.1,28f.1,NA,X,NA,NA,Extracted from map provided with the reference.,28.916667,-94.599109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1976,NA,NA,NA,NA,NA,NA,NA,NA,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Nearshore,Subtidal,TNA,WTNA,43,NA,NA
28f,Rcan.1,28f.1,28f.2,NA,C,NA,NA,Extracted from map provided with the reference.,28.846009,-94.695737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1976,NA,NA,NA,NA,NA,NA,NA,NA,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Nearshore,Subtidal,TNA,WTNA,43,NA,NA
28f,Rcan.1,28f.1,28f.3,NA,A,NA,NA,Extracted from map provided with the reference.,28.895833,-94.697318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1976,NA,NA,NA,NA,NA,NA,NA,NA,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Nearshore,Subtidal,TNA,WTNA,43,NA,NA
28f,Enau.1,28f.1,28f.1,NA,X,NA,NA,Extracted from map provided with the reference.,28.916667,-94.599109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1976,NA,NA,NA,NA,NA,NA,NA,NA,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Nearshore,Subtidal,TNA,WTNA,43,NA,NA
28f,Enau.1,28f.1,28f.2,NA,C,NA,NA,Extracted from map provided with the reference.,28.846009,-94.695737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1976,NA,NA,NA,NA,NA,NA,NA,NA,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Nearshore,Subtidal,TNA,WTNA,43,NA,NA
28f,Enau.1,28f.1,28f.3,NA,A,NA,NA,Extracted from map provided with the reference.,28.895833,-94.697318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1976,NA,NA,NA,NA,NA,NA,NA,NA,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Nearshore,Subtidal,TNA,WTNA,43,NA,NA
28f,Coce.1,28f.1,28f.1,NA,X,NA,NA,Extracted from map provided with the reference.,28.916667,-94.599109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1976,NA,NA,NA,NA,NA,NA,NA,NA,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Nearshore,Subtidal,TNA,WTNA,43,NA,NA
28f,Coce.1,28f.1,28f.2,NA,C,NA,NA,Extracted from map provided with the reference.,28.846009,-94.695737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1976,NA,NA,NA,NA,NA,NA,NA,NA,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Nearshore,Subtidal,TNA,WTNA,43,NA,NA
28f,Coce.1,28f.1,28f.3,NA,A,NA,NA,Extracted from map provided with the reference.,28.895833,-94.697318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1976,NA,NA,NA,NA,NA,NA,NA,NA,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Nearshore,Subtidal,TNA,WTNA,43,NA,NA
28f,Hcau.1,28f.1,28f.1,NA,X,NA,NA,Extracted from map provided with the reference.,28.916667,-94.599109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1976,NA,NA,NA,NA,NA,NA,NA,NA,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Nearshore,Subtidal,TNA,WTNA,43,NA,NA
28f,Hcau.1,28f.1,28f.2,NA,C,NA,NA,Extracted from map provided with the reference.,28.846009,-94.695737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1976,NA,NA,NA,NA,NA,NA,NA,NA,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Nearshore,Subtidal,TNA,WTNA,43,NA,NA
28f,Hcau.1,28f.1,28f.3,NA,A,NA,NA,Extracted from map provided with the reference.,28.895833,-94.697318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1976,NA,NA,NA,NA,NA,NA,NA,NA,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Nearshore,Subtidal,TNA,WTNA,43,NA,NA
28f,Splu.1,28f.1,28f.1,NA,X,NA,NA,Extracted from map provided with the reference.,28.916667,-94.599109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1976,NA,NA,NA,NA,NA,NA,NA,NA,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Nearshore,Subtidal,TNA,WTNA,43,NA,NA
28f,Splu.1,28f.1,28f.2,NA,C,NA,NA,Extracted from map provided with the reference.,28.846009,-94.695737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1976,NA,NA,NA,NA,NA,NA,NA,NA,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Nearshore,Subtidal,TNA,WTNA,43,NA,NA
28f,Splu.1,28f.1,28f.3,NA,A,NA,NA,Extracted from map provided with the reference.,28.895833,-94.697318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1976,NA,NA,NA,NA,NA,NA,NA,NA,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Nearshore,Subtidal,TNA,WTNA,43,NA,NA
28f,Smac.1,28f.1,28f.1,NA,X,NA,NA,Extracted from map provided with the reference.,28.916667,-94.599109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1976,NA,NA,NA,NA,NA,NA,NA,NA,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Nearshore,Subtidal,TNA,WTNA,43,NA,NA
28f,Smac.1,28f.1,28f.2,NA,C,NA,NA,Extracted from map provided with the reference.,28.846009,-94.695737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1976,NA,NA,NA,NA,NA,NA,NA,NA,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Nearshore,Subtidal,TNA,WTNA,43,NA,NA
28f,Smac.1,28f.1,28f.3,NA,A,NA,NA,Extracted from map provided with the reference.,28.895833,-94.697318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1976,NA,NA,NA,NA,NA,NA,NA,NA,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Nearshore,Subtidal,TNA,WTNA,43,NA,NA
28f,Egut.1,28f.1,28f.1,NA,X,NA,NA,Extracted from map provided with the reference.,28.916667,-94.599109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1976,NA,NA,NA,NA,NA,NA,NA,NA,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Nearshore,Subtidal,TNA,WTNA,43,NA,NA
28f,Egut.1,28f.1,28f.2,NA,C,NA,NA,Extracted from map provided with the reference.,28.846009,-94.695737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1976,NA,NA,NA,NA,NA,NA,NA,NA,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Nearshore,Subtidal,TNA,WTNA,43,NA,NA
28f,Egut.1,28f.1,28f.3,NA,A,NA,NA,Extracted from map provided with the reference.,28.895833,-94.697318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1976,NA,NA,NA,NA,NA,NA,NA,NA,1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Nearshore,Subtidal,TNA,WTNA,43,NA,NA
36c,Eter.1,36c.1,36c.1,NA,1,NA,NA,Extracted from map provided with the reference.,29.67452,-85.48004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,1980,12,10,NA,NA,NA,NA,NA,NA,1980,12,11,NA,NA,NA,NA,NA,NA,NA,Marine,Nearshore,Subtidal,TNA,WTNA,43,NA,NA
36c,Bpat.1,36c.1,36c.1,NA,1,NA,NA,Extracted from map provided with the reference.,29.67452,-85.48004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,1980,12,10,NA,NA,NA,NA,NA,NA,1980,12,11,NA,NA,NA,NA,NA,NA,NA,Marine,Nearshore,Subtidal,TNA,WTNA,43,NA,NA
36c,Eter.1,36c.1,36c.2,NA,2,NA,NA,Extracted from map provided with the reference.,29.56886,-85.97435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,1980,12,9,NA,NA,NA,NA,NA,NA,1980,12,10,NA,NA,NA,NA,NA,NA,NA,Marine,Offshore,Subtidal,TNA,WTNA,43,NA,NA
36c,Bpat.1,36c.1,36c.2,NA,2,NA,NA,Extracted from map provided with the reference.,29.56886,-85.97435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,1980,12,9,NA,NA,NA,NA,NA,NA,1980,12,10,NA,NA,NA,NA,NA,NA,NA,Marine,Offshore,Subtidal,TNA,WTNA,43,NA,NA
36c,Eter.1,36c.1,36c.3,NA,3,NA,NA,Extracted from map provided with the reference.,29.36279,-87.0312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183,NA,1980,12,8,NA,NA,NA,NA,NA,NA,1980,12,8,NA,NA,NA,NA,NA,NA,NA,Marine,Offshore,Subtidal,TNA,WTNA,43,NA,NA
36c,Bpat.1,36c.1,36c.3,NA,3,NA,NA,Extracted from map provided with the reference.,29.36279,-87.0312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183,NA,1980,12,8,NA,NA,NA,NA,NA,NA,1980,12,8,NA,NA,NA,NA,NA,NA,NA,Marine,Offshore,Subtidal,TNA,WTNA,43,NA,NA
36c,Eter.1,36c.3,36c.4,NA,4,NA,NA,Extracted from map provided with the reference.,29.30915,-94.62916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,1982,12,10,NA,NA,NA,NA,NA,NA,1982,12,10,NA,NA,NA,NA,NA,NA,NA,Marine,Offshore,Subtidal,TNA,WTNA,43,NA,NA
36c,Bpat.1,36c.3,36c.4,NA,4,NA,NA,Extracted from map provided with the reference.,29.30915,-94.62916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,1982,12,10,NA,NA,NA,NA,NA,NA,1982,12,10,NA,NA,NA,NA,NA,NA,NA,Marine,Offshore,Subtidal,TNA,WTNA,43,NA,NA
36c,Eter.1,36c.3,36c.5,NA,5,NA,NA,Extracted from map provided with the reference.,28.87903,-94.16151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,1981,2,18,NA,NA,NA,NA,NA,NA,1981,2,18,NA,NA,NA,NA,NA,NA,NA,Marine,Nearshore,Subtidal,TNA,WTNA,43,NA,NA
36c,Bpat.1,36c.3,36c.5,NA,5,NA,NA,Extracted from map provided with the reference.,28.87903,-94.16151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,1981,2,18,NA,NA,NA,NA,NA,NA,1981,2,18,NA,NA,NA,NA,NA,NA,NA,Marine,Nearshore,Subtidal,TNA,WTNA,43,NA,NA
36c,Eter.1,36c.3,36c.6,NA,6,NA,NA,Extracted from map provided with the reference.,28.01493,-93.40404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183,NA,1980,12,6,NA,NA,NA,NA,NA,NA,1980,12,6,NA,NA,NA,NA,NA,NA,NA,Marine,Offshore,Subtidal,TNA,WTNA,43,NA,NA
36c,Bpat.1,36c.3,36c.6,NA,6,NA,NA,Extracted from map provided with the reference.,28.01493,-93.40404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183,NA,1980,12,6,NA,NA,NA,NA,NA,NA,1980,12,6,NA,NA,NA,NA,NA,NA,NA,Marine,Offshore,Subtidal,TNA,WTNA,43,NA,NA
36c,Eter.1,36c.2,36c.7,NA,7,NA,NA,Extracted from map provided with the reference.,29.09442,-88.93356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,1981,2,12,NA,NA,NA,NA,NA,NA,1981,2,12,NA,NA,NA,NA,NA,NA,NA,Marine,Nearshore,Subtidal,TNA,WTNA,43,NA,NA
36c,Bpat.1,36c.2,36c.7,NA,7,NA,NA,Extracted from map provided with the reference.,29.09442,-88.93356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,1981,2,12,NA,NA,NA,NA,NA,NA,1981,2,12,NA,NA,NA,NA,NA,NA,NA,Marine,Nearshore,Subtidal,TNA,WTNA,43,NA,NA
36c,Eter.1,36c.2,36c.8,NA,8,NA,NA,Extracted from map provided with the reference.,29.01807,-88.79668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,1981,2,13,NA,NA,NA,NA,NA,NA,1981,2,14,NA,NA,NA,NA,NA,NA,NA,Marine,Offshore,Subtidal,TNA,WTNA,43,NA,NA
36c,Bpat.1,36c.2,36c.8,NA,8,NA,NA,Extracted from map provided with the reference.,29.01807,-88.79668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,1981,2,13,NA,NA,NA,NA,NA,NA,1981,2,14,NA,NA,NA,NA,NA,NA,NA,Marine,Offshore,Subtidal,TNA,WTNA,43,NA,NA
36c,Eter.1,36c.2,36c.9,NA,9,NA,NA,Extracted from map provided with the reference.,28.94502,-88.63133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Offshore,Subtidal,TNA,WTNA,43,NA,NA
36c,Bpat.1,36c.2,36c.9,NA,9,NA,NA,Extracted from map provided with the reference.,28.94502,-88.63133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marine,Offshore,Subtidal,TNA,WTNA,43,NA,NA
28c,Pchr.1,28c.1,28c.1,NA,1,NA,NA,Extracted from map provided with the reference.,30.354187,-89.08913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Estuarine,Coastal,Subtidal,TNA,WTNA,43,NA,NA
28c,Pchr.1,28c.1,28c.2,NA,2,NA,NA,Extracted from map provided with the reference.,30.36058,-89.04914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Estuarine,Coastal,Subtidal,TNA,WTNA,43,NA,NA
28c,Pchr.1,28c.1,28c.3,NA,3,NA,NA,Extracted from map provided with the reference.,30.38503,-88.86033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Estuarine,Coastal,Subtidal,TNA,WTNA,43,NA,NA
28c,Pchr.1,28c.2,28c.4,NA,4,NA,NA,Extracted from map provided with the reference.,30.07782,-89.29184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Estuarine,Coastal,Subtidal,TNA,WTNA,43,NA,NA
28c,Pchr.1,28c.2,28c.5,NA,5,NA,NA,Extracted from map provided with the reference.,30.10311,-89.24237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Estuarine,Coastal,Subtidal,TNA,WTNA,43,NA,NA
28c,Pchr.1,28c.2,28c.6,NA,6,NA,NA,Extracted from map provided with the reference.,30.07568,-89.22129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Estuarine,Coastal,Subtidal,TNA,WTNA,43,NA,NA
16m,Pchr.1,16m.1,16m.1,NA,1,NA,NA,Extracted from map provided with the reference.,27.386413,-97.488385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1976,10,NA,NA,NA,NA,NA,NA,NA,1978,4,NA,NA,NA,NA,NA,NA,NA,NA,Estuarine,Coastal,Subtidal,TNA,WTNA,43,NA,NA
16m,Pchr.2,16m.1,16m.1,NA,1,NA,NA,Extracted from map provided with the reference.,27.386413,-97.488385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1976,10,NA,NA,NA,NA,NA,NA,NA,1978,4,NA,NA,NA,NA,NA,NA,NA,NA,Estuarine,Coastal,Subtidal,TNA,WTNA,43,NA,NA
16m,Pchr.3,16m.1,16m.1,NA,1,NA,NA,Extracted from map provided with the reference.,27.386413,-97.488385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1976,10,NA,NA,NA,NA,NA,NA,NA,1978,4,NA,NA,NA,NA,NA,NA,NA,NA,Estuarine,Coastal,Subtidal,TNA,WTNA,43,NA,NA
16m,Pchr.1,16m.1,16m.2,NA,2,NA,NA,Extracted from map provided with the reference.,27.324682,-97.504958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977,10,NA,NA,NA,NA,NA,NA,NA,1978,11,NA,NA,NA,NA,NA,NA,NA,NA,Estuarine,Coastal,Subtidal,TNA,WTNA,43,NA,NA
16m,Pchr.2,16m.1,16m.2,NA,2,NA,NA,Extracted from map provided with the reference.,27.324682,-97.504958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977,10,NA,NA,NA,NA,NA,NA,NA,1978,11,NA,NA,NA,NA,NA,NA,NA,NA,Estuarine,Coastal,Subtidal,TNA,WTNA,43,NA,NA
16m,Pchr.3,16m.1,16m.2,NA,2,NA,NA,Extracted from map provided with the reference.,27.324682,-97.504958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977,10,NA,NA,NA,NA,NA,NA,NA,1978,11,NA,NA,NA,NA,NA,NA,NA,NA,Estuarine,Coastal,Subtidal,TNA,WTNA,43,NA,NA
16m,Pchr.1,16m.2,16m.3,NA,3,NA,NA,Extracted from map provided with the reference.,27.271258,-97.71823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977,8,NA,NA,NA,NA,NA,NA,NA,1978,10,NA,NA,NA,NA,NA,NA,NA,NA,Estuarine,Coastal,Subtidal,TNA,WTNA,43,NA,NA
16m,Pchr.2,16m.2,16m.3,NA,3,NA,NA,Extracted from map provided with the reference.,27.271258,-97.71823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977,8,NA,NA,NA,NA,NA,NA,NA,1978,10,NA,NA,NA,NA,NA,NA,NA,NA,Estuarine,Coastal,Subtidal,TNA,WTNA,43,NA,NA
16m,Pchr.3,16m.2,16m.3,NA,3,NA,NA,Extracted from map provided with the reference.,27.271258,-97.71823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1977,8,NA,NA,NA,NA,NA,NA,NA,1978,10,NA,NA,NA,NA,NA,NA,NA,NA,Estuarine,Coastal,Subtidal,TNA,WTNA,43,NA,NA
17r,Cneb.1,17r.1,17r.1,NA,1,NA,NA,Extracted from map provided with the reference.,29.850227,-89.599461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,7,1,NA,summer,NA,NA,NA,NA,1974,6,30,NA,summer,NA,NA,NA,NA,NA,Estuarine,Coastal,Subtidal,TNA,WTNA,43,NA,NA
17r,Cneb.1,17r.2,17r.2,NA,2,NA,NA,Extracted from map provided with the reference.,29.747455,-89.632303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,7,1,NA,summer,NA,NA,NA,NA,1974,6,30,NA,summer,NA,NA,NA,NA,NA,Estuarine,Coastal,Subtidal,TNA,WTNA,43,NA,NA
17r,Cneb.1,17r.3,17r.3,NA,3,NA,NA,Extracted from map provided with the reference.,29.679833,-89.388587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,7,1,NA,summer,NA,NA,NA,NA,1974,6,30,NA,summer,NA,NA,NA,NA,NA,Estuarine,Coastal,Subtidal,TNA,WTNA,43,NA,NA
17r,Cneb.1,17r.4,17r.4,NA,4,NA,NA,Extracted from map provided with the reference.,29.804041,-89.64473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,7,1,NA,summer,NA,NA,NA,NA,1974,6,30,NA,summer,NA,NA,NA,NA,NA,Estuarine,Coastal,Subtidal,TNA,WTNA,43,NA,NA
17r,Cneb.1,17r.5,17r.5,NA,5,NA,NA,Extracted from map provided with the reference.,29.695608,-89.699834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,7,1,NA,summer,NA,NA,NA,NA,1974,6,30,NA,summer,NA,NA,NA,NA,NA,Estuarine,Coastal,Subtidal,TNA,WTNA,43,NA,NA
17r,Cneb.1,17r.6,17r.6,NA,6,NA,NA,Extracted from map provided with the reference.,29.797252,-89.804035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,7,1,NA,summer,NA,NA,NA,NA,1974,6,30,NA,summer,NA,NA,NA,NA,NA,Estuarine,Coastal,Subtidal,TNA,WTNA,43,NA,NA
17r,Mund.1,17r.1,17r.1,NA,1,NA,NA,Extracted from map provided with the reference.,29.850227,-89.599461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,7,1,NA,summer,NA,NA,NA,NA,1974,6,30,NA,summer,NA,NA,NA,NA,NA,Estuarine,Coastal,Subtidal,TNA,WTNA,43,NA,NA
17r,Mund.1,17r.2,17r.2,NA,2,NA,NA,Extracted from map provided with the reference.,29.747455,-89.632303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,7,1,NA,summer,NA,NA,NA,NA,1974,6,30,NA,summer,NA,NA,NA,NA,NA,Estuarine,Coastal,Subtidal,TNA,WTNA,43,NA,NA
17r,Mund.1,17r.3,17r.3,NA,3,NA,NA,Extracted from map provided with the reference.,29.679833,-89.388587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,7,1,NA,summer,NA,NA,NA,NA,1974,6,30,NA,summer,NA,NA,NA,NA,NA,Estuarine,Coastal,Subtidal,TNA,WTNA,43,NA,NA
17r,Mund.1,17r.4,17r.4,NA,4,NA,NA,Extracted from map provided with the reference.,29.804041,-89.64473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,7,1,NA,summer,NA,NA,NA,NA,1974,6,30,NA,summer,NA,NA,NA,NA,NA,Estuarine,Coastal,Subtidal,TNA,WTNA,43,NA,NA
17r,Mund.1,17r.5,17r.5,NA,5,NA,NA,Extracted from map provided with the reference.,29.695608,-89.699834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,7,1,NA,summer,NA,NA,NA,NA,1974,6,30,NA,summer,NA,NA,NA,NA,NA,Estuarine,Coastal,Subtidal,TNA,WTNA,43,NA,NA
17r,Mund.1,17r.6,17r.6,NA,6,NA,NA,Extracted from map provided with the reference.,29.797252,-89.804035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,7,1,NA,summer,NA,NA,NA,NA,1974,6,30,NA,summer,NA,NA,NA,NA,NA,Estuarine,Coastal,Subtidal,TNA,WTNA,43,NA,NA
17r,Pcro.1,17r.1,17r.1,NA,1,NA,NA,Extracted from map provided with the reference.,29.850227,-89.599461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,7,1,NA,summer,NA,NA,NA,NA,1974,6,30,NA,summer,NA,NA,NA,NA,NA,Estuarine,Coastal,Subtidal,TNA,WTNA,43,NA,NA
17r,Pcro.1,17r.2,17r.2,NA,2,NA,NA,Extracted from map provided with the reference.,29.747455,-89.632303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,7,1,NA,summer,NA,NA,NA,NA,1974,6,30,NA,summer,NA,NA,NA,NA,NA,Estuarine,Coastal,Subtidal,TNA,WTNA,43,NA,NA
17r,Pcro.1,17r.3,17r.3,NA,3,NA,NA,Extracted from map provided with the reference.,29.679833,-89.388587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,7,1,NA,summer,NA,NA,NA,NA,1974,6,30,NA,summer,NA,NA,NA,NA,NA,Estuarine,Coastal,Subtidal,TNA,WTNA,43,NA,NA
17r,Pcro.1,17r.4,17r.4,NA,4,NA,NA,Extracted from map provided with the reference.,29.804041,-89.64473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,7,1,NA,summer,NA,NA,NA,NA,1974,6,30,NA,summer,NA,NA,NA,NA,NA,Estuarine,Coastal,Subtidal,TNA,WTNA,43,NA,NA
17r,Pcro.1,17r.5,17r.5,NA,5,NA,NA,Extracted from map provided with the reference.,29.695608,-89.699834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,7,1,NA,summer,NA,NA,NA,NA,1974,6,30,NA,summer,NA,NA,NA,NA,NA,Estuarine,Coastal,Subtidal,TNA,WTNA,43,NA,NA
17r,Pcro.1,17r.6,17r.6,NA,6,NA,NA,Extracted from map provided with the reference.,29.797252,-89.804035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,7,1,NA,summer,NA,NA,NA,NA,1974,6,30,NA,summer,NA,NA,NA,NA,NA,Estuarine,Coastal,Subtidal,TNA,WTNA,43,NA,NA
17r,Soce.1,17r.1,17r.1,NA,1,NA,NA,Extracted from map provided with the reference.,29.850227,-89.599461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,7,1,NA,summer,NA,NA,NA,NA,1974,6,30,NA,summer,NA,NA,NA,NA,NA,Estuarine,Coastal,Subtidal,TNA,WTNA,43,NA,NA
