Predator,Prey,Pred Taxon,Prey Taxon,Feeding Link?,Specificity,Reference,Notes
Alloclinus holderi,Amphipod tube mat ,Other Fish,Amphipod,1,Species,Quast 1968,
Alloclinus holderi,Sabellid Worm ,Other Fish,Polychaetes,1,Species,Hobson and Chess 2001,
Anisotremus davidsonii,Barnacle spp.,Other Fish,Barnacle,1,Species,Tullis et al.1981,
Anisotremus davidsonii,Cancer spp.,Other Fish,Crabs & Lobsters,1,Group,Quast 1968,small crustaceans
Anisotremus davidsonii,Cirriformia luxuriosa,Other Fish,Polychaetes,1,Group,Tullis et al.1981,
Anisotremus davidsonii,Cypraea spadicea,Other Fish,Gastropods,1,Group,Quast 1968,small mollusks
Anisotremus davidsonii,Diaperoecia californica,Other Fish,Polychaetes,1,Group,Tullis et al.1981,
Anisotremus davidsonii,Diopatra ornata,Other Fish,Polychaetes,1,Group,Tullis et al.1981,
Anisotremus davidsonii,Dodecaceria fewkesi,Other Fish,Polychaetes,1,Group,Tullis et al.1981,
Anisotremus davidsonii,Phragmatopoma californica,Other Fish,Polychaetes,1,Group,Tullis et al.1981,
Anisotremus davidsonii,Pista elongata,Other Fish,Polychaetes,1,Group,Tullis et al.1981,
Anisotremus davidsonii,Pugettia producta,Other Fish,Crabs & Lobsters,1,Group,Quast 1968,small crustaceans
Anisotremus davidsonii,Sabellid Worm ,Other Fish,Polychaetes,1,Group,Tullis et al.1981,
Anisotremus davidsonii,Salmacina tribranchiata,Other Fish,Polychaetes,1,Group,Tullis et al.1981,
Anisotremus davidsonii,Tegula spp.,Other Fish,Gastropods,1,Group,Quast 1968,small mollusks
Anthopleura sola,Encrusting Bryozoan spp.,Anemoneas,Bryozoan,1,Species,S. Anderson pers. obs.,
Anthopleura sola,Unidentified compound tunicate ,Anemoneas,Tunicates,1,Species,S. Anderson pers. obs.,
Aplysia californica,Acrosorium uncinatum,Sea Hare,Algae,1,Species,Winkler and Dawson 1963,
Aplysia californica,Codium fragile,Sea Hare,Algae,1,Species,"Pennings 1962, Kupfermann and Carew 1974, Pennings 1990",
Aplysia californica,Colpomenia spp.,Sea Hare,Algae,1,Species,Kupfermann and Carew 1974,
Aplysia californica,Corallina officinalis,Sea Hare,Algae,1,Genus,Winkler and Dawson 1963,
Aplysia californica,Cystoseira osmundacea,Sea Hare,Algae,0,Species,Winkler and Dawson 1963,
Aplysia californica,Egregia menziesii,Sea Hare,Algae,1,Species,Leighton 1966,
Aplysia californica,Eisenia arborea,Sea Hare,Algae,1,Species,"Pennings 1962, Kupfermann and Carew 1974",
Aplysia californica,Encrusting red algae spp.,Sea Hare,Algae,1,Group,Winkler and Dawson 1963,
Aplysia californica,Filamentous brown spp.,Sea Hare,Algae,1,Species,Pennings 1962,
Aplysia californica,Filamentous green spp.,Sea Hare,Algae,1,Group,Winkler and Dawson 1963,
Aplysia californica,Filamentous red spp.,Sea Hare,Algae,1,Group,Winkler and Dawson 1963,
Aplysia californica,Gelidium robustum,Sea Hare,Algae,1,Species,Winkler and Dawson 1963,
Aplysia californica,Laminaria farlowii,Sea Hare,Algae,1,Species,Kupfermann and Carew 1974,
Aplysia californica,Laurencia spectabilis,Sea Hare,Algae,1,Species,"Pennings 1962, Pennings 1990, Korb 2003",
Aplysia californica,Laurencia spp.,Sea Hare,Algae,1,Species,"Pennings 1962, Pennings 1990, Korb 2003",
Aplysia californica,Lithothrix spp.,Sea Hare,Algae,1,Species,Winkler and Dawson 1963,
Aplysia californica,Macrocystis pyrifera,Sea Hare,Algae,1,Species,Kupfermann and Carew 1974,
Aplysia californica,Phyllospadix torreyi,Sea Hare,Seagrass,1,Species,Winkler and Dawson 1963,
Aplysia californica,Prionitis lanceolata,Sea Hare,Algae,0,Species,Winkler and Dawson 1963,
Aplysia californica,Pterygophora californica,Sea Hare,Algae,1,Species,Leighton 1966,
Aplysia californica,Red Algal Turf spp.,Sea Hare,Algae,1,Species,Winkler and Dawson 1963,
Aplysia californica,Rhodymenia californica,Sea Hare,Algae,0,Species,Winkler and Dawson 1963,
Aplysia californica,Rhodymenia pacifica,Sea Hare,Algae,0,Species,Winkler and Dawson 1963,
Aplysia californica,Sargassum muticum,Sea Hare,Algae,1,Species,Pennings 1962,
Aplysia californica,Ulva spp.,Sea Hare,Algae,1,Species,"Kupfermann and Carew 1974, Pennings 1990",
Aplysia californica,Unidentified erect coralline spp.,Sea Hare,Algae,1,Species,Winkler and Dawson 1963,
Aplysia vaccaria,Blade Unidentified kelp juveniles ,Sea Hare,Algae,1,Group,M. Raith pers. obs.,
Aplysia vaccaria,Blady red spp.,Sea Hare,Algae,0,Group,M. Raith pers. obs.,
Aplysia vaccaria,Branching Red Algae spp.,Sea Hare,Algae,0,Group,M. Raith pers. obs.,
Aplysia vaccaria,Chondracanthus corymbiferus,Sea Hare,Algae,0,Group,M. Raith pers. obs.,
Aplysia vaccaria,Chondracanthus spinosa,Sea Hare,Algae,0,Group,M. Raith pers. obs.,
Aplysia vaccaria,Egregia menziesii,Sea Hare,Algae,1,Species,Winkler and Dawson 1963,
Aplysia vaccaria,Encrusting red algae spp.,Sea Hare,Algae,0,Group,M. Raith pers. obs.,
Aplysia vaccaria,Filamentous brown spp.,Sea Hare,Algae,1,Group,M. Raith pers. obs.,
Aplysia vaccaria,Filamentous green spp.,Sea Hare,Algae,1,Group,M. Raith pers. obs.,
Aplysia vaccaria,Filamentous red spp.,Sea Hare,Algae,0,Group,M. Raith pers. obs.,
Aplysia vaccaria,Gelidium robustum,Sea Hare,Algae,0,Group,M. Raith pers. obs.,
Aplysia vaccaria,Laurencia spectabilis,Sea Hare,Algae,0,Group,M. Raith pers. obs.,
Aplysia vaccaria,Laurencia spp.,Sea Hare,Algae,0,Group,M. Raith pers. obs.,
Aplysia vaccaria,Macrocystis pyrifera,Sea Hare,Algae,1,Species,Raith 2007,
Aplysia vaccaria,Polyneura latissima,Sea Hare,Algae,0,Group,M. Raith pers. obs.,
Aplysia vaccaria,Red Algal Turf spp.,Sea Hare,Algae,0,Group,M. Raith pers. obs.,
Aplysia vaccaria,Rhodymenia californica,Sea Hare,Algae,0,Group,M. Raith pers. obs.,
Aplysia vaccaria,Rhodymenia pacifica,Sea Hare,Algae,0,Group,M. Raith pers. obs.,
Aplysia vaccaria,Ulva spp.,Sea Hare,Algae,1,Species,Raith 2007,
Aplysia vaccaria,Unidentified brown blade spp.,Sea Hare,Algae,1,Group,M. Raith pers. obs.,
Patiria miniata,Archidistoma spp.,Sea Stars,Tunicates,1,Group,Gerard 1976,
Patiria miniata,Chelyosoma productum,Sea Stars,Tunicates,1,Group,Gerard 1976,
Patiria miniata,Clavelina spp.,Sea Stars,Tunicates,1,Group,Gerard 1976,
Patiria miniata,Crisia occidentalis,Sea Stars,Bryozoans,1,Group,Gerard 1976,
Patiria miniata,Diaperoecia californica,Sea Stars,Bryozoans,1,Group,"J. Byrnes, pers. obs.",
Patiria miniata,Encrusting Bryozoan spp.,Sea Stars,Bryozoans,1,Group,Gerard 1976,
Patiria miniata,Encrusting sponge spp.,Sea Stars,Sponges,1,Group,Gerard 1976,
Patiria miniata,Euherdmania claviformis,Sea Stars,Tunicates,1,Group,Gerard 1976,
Patiria miniata,Celleporella pacifica,Sea Stars,Bryozoans,1,Group,Gerard 1976,
Patiria miniata,Hippodplosia Insculpta,Sea Stars,Bryozoans,1,Group,Gerard 1976,
Patiria miniata,Hymenamphiastra cyanocrypta,Sea Stars,Sponges,1,Group,Gerard 1976,
Patiria miniata,Lytechinus anamesus,Sea Stars,Urchins,1,Species,Day and Osman 1981,
Patiria miniata,Phidolopora labiata,Sea Stars,Bryozoans,1,Group,Gerard 1976,
Patiria miniata,Polyclinum planum,Sea Stars,Tunicates,1,Group,Gerard 1976,
Patiria miniata,Pycnoclavella stanleyi,Sea Stars,Tunicates,1,Group,Gerard 1976,
Patiria miniata,Spheciospongia confoederata,Sea Stars,Sponges,0,Group,Gerard 1976,
Patiria miniata,Stylela montereyensis,Sea Stars,Tunicates,1,Group,Gerard 1976,
Patiria miniata,Thalamoporella californica,Sea Stars,Bryozoans,1,Group,Gerard 1976,
Patiria miniata,Unidentified Arborescent Bryozoan spp.,Sea Stars,Bryozoans,1,Group,Gerard 1976,
Patiria miniata,Unidentified compound tunicate ,Sea Stars,Tunicates,1,Group,Gerard 1976,
Aulorhynchus flavidus,Amphipod tube mat ,Other Fish,Amphipod,1,Species,Fishbase,
Bothid spp.,Amphipod tube mat ,Other Fish,Amphipod,1,Species,Fishbase,
Bothid spp.,Bothid spp.,Other Fish,Other Fish,1,Species,Yang and Livingston 1985,
Bothid spp.,Cirriformia luxuriosa,Other Fish,Polychaetes,1,Group,Yang and Livingston 1985,
Bothid spp.,Cottid spp.,Other Fish,Other Fish,1,Species,Yang and Livingston 1985,
Bothid spp.,Diaperoecia californica,Other Fish,Polychaetes,1,Group,Yang and Livingston 1985,
Bothid spp.,Diopatra ornata,Other Fish,Polychaetes,1,Group,Yang and Livingston 1985,
Bothid spp.,Dodecaceria fewkesi,Other Fish,Polychaetes,1,Group,Yang and Livingston 1985,
Bothid spp.,Leiocottus hirundo,Other Fish,Other Fish,1,Family,Yang and Livingston 1985,
Bothid spp.,Orthonopias triacis,Other Fish,Other Fish,1,Family,Yang and Livingston 1985,
Bothid spp.,Phragmatopoma californica,Other Fish,Polychaetes,1,Group,Yang and Livingston 1985,
Bothid spp.,Pista elongata,Other Fish,Polychaetes,1,Group,Yang and Livingston 1985,
Bothid spp.,Sabellid Worm ,Other Fish,Polychaetes,1,Group,Yang and Livingston 1985,
Brachyistius frenatus,Amphipod tube mat ,Other Fish,Amphipod,1,Species,Hobson and Chess 2001,
Brachyistius frenatus,Bugula californica,Other Fish,Bryozoans,1,Group,Quast 1968,
Brachyistius frenatus,Bugula neritina,Other Fish,Bryozoans,1,Group,Quast 1968,
Brachyistius frenatus,Cirriformia luxuriosa,Other Fish,Polychaetes,1,Group,Hobson and Chess 2001,
Brachyistius frenatus,Costazia spp.,Other Fish,Bryozoans,1,Group,Quast 1968,
Brachyistius frenatus,Crisia occidentalis,Other Fish,Bryozoans,1,Group,Quast 1968,
Brachyistius frenatus,Diaperoecia californica,Other Fish,Polychaetes,1,Group,Hobson and Chess 2001,
Brachyistius frenatus,Diopatra ornata,Other Fish,Polychaetes,1,Group,Hobson and Chess 2001,
Brachyistius frenatus,Dodecaceria fewkesi,Other Fish,Polychaetes,1,Group,Hobson and Chess 2001,
Brachyistius frenatus,Encrusting Bryozoan spp.,Other Fish,Bryozoans,1,Group,Quast 1968,
Brachyistius frenatus,Celleporella pacifica,Other Fish,Bryozoans,1,Group,Quast 1968,
Brachyistius frenatus,Hippodplosia Insculpta,Other Fish,Bryozoans,1,Group,Quast 1968,
Brachyistius frenatus,Mitra idae,Other Fish,Gastropods,1,Group,Hobson and Chess 2001,"""small gastropods"""
Brachyistius frenatus,Phidolopora labiata,Other Fish,Bryozoans,1,Group,Quast 1968,
Brachyistius frenatus,Phragmatopoma californica,Other Fish,Polychaetes,1,Group,Hobson and Chess 2001,
Brachyistius frenatus,Pista elongata,Other Fish,Polychaetes,1,Group,Hobson and Chess 2001,
Brachyistius frenatus,Pteropurpura trialata,Other Fish,Gastropods,1,Group,Hobson and Chess 2001,"""small gastropods"""
Brachyistius frenatus,Sabellid Worm ,Other Fish,Polychaetes,1,Group,Hobson and Chess 2001,
Brachyistius frenatus,Salmacina tribranchiata,Other Fish,Polychaetes,1,Group,Hobson and Chess 2001,
Brachyistius frenatus,Tegula spp.,Other Fish,Gastropods,1,Group,Hobson and Chess 2001,"""small gastropods"""
Brachyistius frenatus,Thalamoporella californica,Other Fish,Bryozoans,1,Group,Quast 1968,
Brachyistius frenatus,Unidentified Arborescent Bryozoan spp.,Other Fish,Bryozoans,1,Group,Quast 1968,
Cancer spp.,Barnacle spp.,Crabs & Lobsters,Barnacle,1,Species,Robles et al.1989,
Cancer spp.,Cancer spp.,Crabs & Lobsters,Crabs & Lobsters,1,Species,Byrnes et al.2006,
Cancer spp.,Cucumaria piperata,Crabs & Lobsters,Sea Cucumbers,1,Genus,Bingham and Braithwaite 1986,
Cancer spp.,Cucumaria salma,Crabs & Lobsters,Sea Cucumbers,1,Genus,Bingham and Braithwaite 1986,
Cancer spp.,Cucumaria spp.,Crabs & Lobsters,Sea Cucumbers,1,Species,Bingham and Braithwaite 1986,
Cancer spp.,Diopatra ornata,Crabs & Lobsters,Sessile Worms,1,Species,"J. Byrnes, pers. obs.",
Cancer spp.,Haliotis rufescens,Crabs & Lobsters,Abalones,1,Species,Schiel and Welden 1987,
Cancer spp.,Loxorhynchus grandis,Crabs & Lobsters,Crabs & Lobsters,1,Genus,"J. Byrnes, pers. obs.",
Cancer spp.,Mytilus californianus,Crabs & Lobsters,Bivalves,1,Species,Robles et al.1989,
Cancer spp.,Panulirus interruptus,Crabs & Lobsters,Crabs & Lobsters,0,Species,Krekorian et al.1974,
Cancer spp.,Pugettia producta,Crabs & Lobsters,Crabs & Lobsters,1,Species,Byrnes et al.2006,
Cancer spp.,Sabellid Worm ,Crabs & Lobsters,Sessile Worms,1,Species,"J. Byrnes, pers. obs.",
Cancer spp.,Strongylocentrotus franciscanus,Crabs & Lobsters,Urchins,0,Species,Byrnes et al.2006,
Cancer spp.,Strongylocentrotus purpuratus,Crabs & Lobsters,Urchins,1,Species,Byrnes et al.2006,
Cancer spp.,Tegula spp.,Crabs & Lobsters,Gastropods,1,Species,Byrnes et al.2006,
Caulolatilus princeps,Amphipod tube mat ,Other Fish,Amphipod,1,Species,Elorduy-Garay and Caraveo-Patiño 1994,"pelagic molluscs, loligo"
Citharichthys stigmaeus,Amphipod tube mat ,Other Fish,Amphipod,1,Species,Fishbase,
Citharichthys stigmaeus,Cancer spp.,Other Fish,Crabs & Lobsters,1,Species,Hilaski 1972,
Citharichthys stigmaeus,Cirriformia luxuriosa,Other Fish,Polychaetes,1,Group,"Barry 1996, Love 1996",
Citharichthys stigmaeus,Diaperoecia californica,Other Fish,Polychaetes,1,Group,"Barry 1996, Love 1996",
Citharichthys stigmaeus,Diopatra ornata,Other Fish,Polychaetes,1,Group,"Barry 1996, Love 1996",
Citharichthys stigmaeus,Dodecaceria fewkesi,Other Fish,Polychaetes,1,Group,"Barry 1996, Love 1996",
Citharichthys stigmaeus,Phragmatopoma californica,Other Fish,Polychaetes,1,Group,"Barry 1996, Love 1996",
Citharichthys stigmaeus,Pista elongata,Other Fish,Polychaetes,1,Group,"Barry 1996, Love 1996",
Citharichthys stigmaeus,Sabellid Worm ,Other Fish,Polychaetes,1,Group,"Barry 1996, Love 1996",
Citharichthys stigmaeus,Salmacina tribranchiata,Other Fish,Polychaetes,1,Group,"Barry 1996, Love 1996",
Conus californicus,Alloclinus holderi,Gastropods,Other Fish,1,Group,Stewart and Gilly 2005,
Conus californicus,Cymatogaster aggregata,Gastropods,Other Fish,1,Group,Stewart and Gilly 2005,
Conus californicus,Diopatra ornata,Gastropods,Sessile Worms,1,Species,J. Watanabe Pers. Obs,
Conus californicus,Lithopoma spp.,Gastropods,Gastropods,1,Species,Kohn 1966,
Conus californicus,Lythrypnus dalli,Gastropods,Other Fish,1,Group,Stewart and Gilly 2005,
Conus californicus,Orthonopias triacis,Gastropods,Other Fish,1,Group,Stewart and Gilly 2005,
Conus californicus,Sabellid Worm ,Gastropods,Sessile Worms,1,Group,Morris et al.1980 ,
Conus californicus,Tegula spp.,Gastropods,Gastropods,1,Species,Kohn 1966,
Cottid spp.,Amphipod tube mat ,Other Fish,Amphipod,1,Species,,
Cottid spp.,Cancer spp.,Other Fish,Crabs & Lobsters,1,Group,,small crabs
Cottid spp.,Cirriformia luxuriosa,Other Fish,Polychaetes,1,Group,,
Cottid spp.,Cottid spp.,Other Fish,Other Fish,1,Species,,
Cottid spp.,Cucumaria piperata,Other Fish,Sea Cucumbers,1,Group,,
Cottid spp.,Cucumaria salma,Other Fish,Sea Cucumbers,1,Group,,
Cottid spp.,Cucumaria spp.,Other Fish,Sea Cucumbers,1,Group,,
Cottid spp.,Diaperoecia californica,Other Fish,Polychaetes,1,Group,,
Cottid spp.,Diopatra ornata,Other Fish,Polychaetes,1,Group,,
Cottid spp.,Dodecaceria fewkesi,Other Fish,Polychaetes,1,Group,,
Cottid spp.,Eupentacta quinquesemita,Other Fish,Sea Cucumbers,1,Group,,
Cottid spp.,Lissothuria nutriens,Other Fish,Sea Cucumbers,1,Group,,
Cottid spp.,Loxorhynchus grandis,Other Fish,Crabs & Lobsters,1,Group,,small crabs
Cottid spp.,Pachythyone rubra,Other Fish,Sea Cucumbers,1,Group,,
Cottid spp.,Phragmatopoma californica,Other Fish,Polychaetes,1,Group,,
Cottid spp.,Pista elongata,Other Fish,Polychaetes,1,Group,,
Cottid spp.,Pugettia producta,Other Fish,Crabs & Lobsters,1,Group,,small crabs
Cottid spp.,Sabellid Worm ,Other Fish,Polychaetes,1,Group,,
Cottid spp.,Salmacina tribranchiata,Other Fish,Polychaetes,1,Group,,
Cymatogaster aggregata,Amphipod tube mat ,Other Fish,Amphipod,1,Species,Fishbase,
Cymatogaster aggregata,Cirriformia luxuriosa,Other Fish,Polychaetes,1,Group,Robbins 2006,
Cymatogaster aggregata,Diaperoecia californica,Other Fish,Polychaetes,1,Group,Robbins 2006,
Cymatogaster aggregata,Diopatra ornata,Other Fish,Polychaetes,1,Group,Robbins 2006,
Cymatogaster aggregata,Dodecaceria fewkesi,Other Fish,Polychaetes,1,Group,Robbins 2006,
Cymatogaster aggregata,Ophioplocus esmarki,Other Fish,Ophioroids,1,Group,Robbins 2006,
Cymatogaster aggregata,Ophiothrix spiculata,Other Fish,Ophioroids,1,Group,Robbins 2006,
Cymatogaster aggregata,Phragmatopoma californica,Other Fish,Polychaetes,1,Group,Robbins 2006,
Cymatogaster aggregata,Pista elongata,Other Fish,Polychaetes,1,Group,Robbins 2006,
Cymatogaster aggregata,Sabellid Worm ,Other Fish,Polychaetes,1,Group,Robbins 2006,
Cymatogaster aggregata,Salmacina tribranchiata,Other Fish,Polychaetes,1,Group,Robbins 2006,
Cypraea spadicea,Anthopleura artemisia,Gastropods,Anemoneas,1,Group,Morris et al.1980 ,
Cypraea spadicea,Anthopleura sola,Gastropods,Anemoneas,1,Group,Morris et al.1980 ,
Cypraea spadicea,Anthopleura spp.,Gastropods,Anemoneas,1,Group,Morris et al.1980 ,
Cypraea spadicea,Archidistoma spp.,Gastropods,Tunicates,1,Group,Morris et al.1980 ,
Cypraea spadicea,Clavelina spp.,Gastropods,Tunicates,1,Group,Morris et al.1980 ,
Cypraea spadicea,Corynactis californica,Gastropods,Anemoneas,1,Group,Morris et al.1980,
Cypraea spadicea,Didemnum spp.,Gastropods,Tunicates,1,Group,Morris et al.1980,
Cypraea spadicea,Encrusting sponge spp.,Gastropods,Sponges,1,Species,"J. Byrnes, pers. obs.",
Cypraea spadicea,Euherdmania claviformis,Gastropods,Tunicates,1,Group,Morris et al.1980,
Cypraea spadicea,Leucilla nuttingi,Gastropods,Sponges,1,Group,Morris et al.1980,
Cypraea spadicea,Phyllactis spp.,Gastropods,Anemoneas,1,Group,Morris et al.1980,
Cypraea spadicea,Polyclinum planum,Gastropods,Tunicates,1,Group,Morris et al.1980,
Cypraea spadicea,Pycnoclavella stanleyi,Gastropods,Tunicates,1,Group,Morris et al.1980,
Cypraea spadicea,Spheciospongia confoederata,Gastropods,Sponges,1,Species,"J. Byrnes, pers. obs.",
Cypraea spadicea,Stylela montereyensis,Gastropods,Tunicates,1,Group,Morris et al.1980,
Cypraea spadicea,Tethya aurantia,Gastropods,Sponges,1,Group,Morris et al.1980,
Cypraea spadicea,Unidentified anemone spp.,Gastropods,Anemoneas,1,Group,Morris et al.1980,
Cypraea spadicea,Unidentified compound tunicate ,Gastropods,Tunicates,1,Group,Morris et al.1980,
Cypraea spadicea,Urticina lofotensis,Gastropods,Anemoneas,1,Group,Morris et al.1980,
Cypraea spadicea,Urticina piscivora,Gastropods,Anemoneas,1,Group,Morris et al.1980,
Dermasterias imbricata,Abietinaria spp.,Sea Stars,Hydroids,1,Species,Mauzey et al.1968,
Dermasterias imbricata,Aglaophenia spp.,Sea Stars,Hydroids,1,Species,Mauzey et al.1968,
Dermasterias imbricata,Anthopleura artemisia,Gastropods,Anemoneas,1,Species,"Mauzey et al.1968, Anett and Pierotti 1984, Harris 1991",
Dermasterias imbricata,Anthopleura sola,Gastropods,Anemoneas,1,Species,"Mauzey et al.1968, Anett and Pierotti 1984, Harris 1991",
Dermasterias imbricata,Anthopleura spp.,Gastropods,Anemoneas,1,Species,"Mauzey et al.1968, Anett and Pierotti 1984, Harris 1991",
Dermasterias imbricata,Archidistoma spp.,Sea Stars,Tunicates,1,Group,Mauzey et al.1968,
Dermasterias imbricata,Astrangia lajollaensis,Sea Stars,Corals,1,Species,Rosenthal and Chess 1972,
Dermasterias imbricata,Balanophyllia elegans,Sea Stars,Corals,0,Species,Anett and Pierotti 1984,
Dermasterias imbricata,Barnacle spp.,Sea Stars,Barnacle,1,Species,Anett and Pierotti 1984,
Dermasterias imbricata,Bugula californica,Sea Stars,Bryozoans,1,Group,Anett and Pierotti 1984,
Dermasterias imbricata,Bugula neritina,Sea Stars,Bryozoans,1,Group,Anett and Pierotti 1984,
Dermasterias imbricata,Clavelina spp.,Sea Stars,Tunicates,1,Group,Mauzey et al.1968,
Dermasterias imbricata,Corynactis californica,Sea Stars,Anemoneas,1,Species,Anett and Pierotti 1984,
Dermasterias imbricata,Costazia spp.,Sea Stars,Bryozoans,1,Group,Mauzey et al.1968,
Dermasterias imbricata,Crisia occidentalis,Sea Stars,Bryozoans,1,Group,Anett and Pierotti 1984,
Dermasterias imbricata,Cucumaria piperata,Sea Stars,Sea Cucumbers,1,Genus,Bingham and Braithwaite 1986,
Dermasterias imbricata,Cucumaria salma,Sea Stars,Sea Cucumbers,1,Genus,Bingham and Braithwaite 1986,
Dermasterias imbricata,Cucumaria spp.,Sea Stars,Sea Cucumbers,1,Species,Bingham and Braithwaite 1986,
Dermasterias imbricata,Didemnum spp.,Sea Stars,Tunicates,1,Species,Mauzey et al.1968,
Dermasterias imbricata,Euherdmania claviformis,Sea Stars,Tunicates,1,Group,Mauzey et al.1968,
Dermasterias imbricata,Eupentacta quinquesemita,Sea Stars,Sea Cucumbers,1,Genus,Bingham and Braithwaite 1986,
Dermasterias imbricata,Filamentous green spp.,Sea Stars,Algae,1,Species,Mauzey et al.1968,
Dermasterias imbricata,Leucilla nuttingi,Sea Stars,Sponges,1,Species,Rosenthal and Chess 1972,
Dermasterias imbricata,Lophogorgia chilensis,Sea Stars,Gorgonia,1,Group,Rosenthal and Chess 1972,
Dermasterias imbricata,Muricea californica,Sea Stars,Gorgonia,1,Species,Rosenthal and Chess 1972,
Dermasterias imbricata,Muricea fruticosa,Sea Stars,Gorgonia,1,Species,Rosenthal and Chess 1972,
Dermasterias imbricata,Obelia spp.,Sea Stars,Hydroids,1,Group,Mauzey et al.1968,
Dermasterias imbricata,Pachythyone rubra,Sea Stars,Sea Cucumbers,1,Group,Rosenthal and Chess 1972,
Dermasterias imbricata,Parastichopus californicus,Sea Stars,Sea Cucumbers,1,Group,Rosenthal and Chess 1972,
Dermasterias imbricata,Parastichopus parvimensis,Sea Stars,Sea Cucumbers,1,Group,Rosenthal and Chess 1972,
Dermasterias imbricata,Polyclinum planum,Sea Stars,Tunicates,1,Group,"Mauzey et al.1968, Annett and Pierotti 1984",
Dermasterias imbricata,Pycnoclavella stanleyi,Sea Stars,Tunicates,1,Group,Mauzey et al.1968,
Dermasterias imbricata,Strongylocentrotus purpuratus,Sea Stars,Urchins,1,Species,Rosenthal and Chess 1972,
Dermasterias imbricata,Stylela montereyensis,Sea Stars,Tunicates,1,Group,"Mauzey et al.1968, Annett and Pierotti 1984",
Dermasterias imbricata,Tethya aurantia,Sea Stars,Sponges,1,Species,Rosenthal and Chess 1972,
Dermasterias imbricata,Thalamoporella californica,Sea Stars,Bryozoans,1,Group,"Mauzey et al.1968, Annett and Pierotti 1984",
Dermasterias imbricata,Ulva spp.,Sea Stars,Algae,1,Species,Mauzey et al.1968,
Dermasterias imbricata,Unidentified anemone spp.,Sea Stars,Anemoneas,1,Group,"Mauzey et al.1968, Annett and Pierotti 1984",
Dermasterias imbricata,Unidentified Arborescent Bryozoan spp.,Sea Stars,Bryozoans,1,Group,"Mauzey et al.1968, Annett and Pierotti 1984",
Dermasterias imbricata,Urticina lofotensis,Sea Stars,Anemoneas,1,Genus,Houtman et al. 1997,"but, tend not to see - Harris et al. 1991"
Dermasterias imbricata,Urticina piscivora,Sea Stars,Anemoneas,1,Species,Houtman et al. 1997,"but, tend not to see - Harris et al. 1991"
Dermasterias imbricata,Unidentified compound tunicate ,Sea Stars,Tunicates,1,Group,"Mauzey et al.1968, Annett and Pierotti 1984",
Dermasterias imbricata,Unidentified hydroid spp.,Sea Stars,Hydroids,1,Species,Mauzey et al.1968,
Embiotoca jacksoni,Amphipod tube mat ,Other Fish,Amphipod,1,Species,Ellison et al.1979,
Embiotoca jacksoni,Archidistoma spp.,Other Fish,Tunicates,1,Group,Hobson and Chess 2001,
Embiotoca jacksoni,Barnacle spp.,Other Fish,Barnacle,1,Species,Ellison et al.1979,
Embiotoca jacksoni,Bugula californica,Other Fish,Bryozoans,0,Genus,Ellison et al.1979,
Embiotoca jacksoni,Bugula neritina,Other Fish,Bryozoans,0,Genus,Ellison et al.1979,
Embiotoca jacksoni,Cancer spp.,Other Fish,Crabs & Lobsters,0,Species,Ellison et al.1979,small/juvenile
Embiotoca jacksoni,Conus californicus,Other Fish,Gastropods,1,Group,Robbins 2006,small gastropods
Embiotoca jacksoni,Costazia spp.,Other Fish,Bryozoans,1,Group,Ellison et al.1979,
Embiotoca jacksoni,Crisia occidentalis,Other Fish,Bryozoans,1,Group,Ellison et al.1979,
Embiotoca jacksoni,Didemnum spp.,Other Fish,Tunicates,1,Group,Hobson and Chess 2001,
Embiotoca jacksoni,Diopatra ornata,Other Fish,Polychaetes,1,Group,Ellison et al.1979,
Embiotoca jacksoni,Dodecaceria fewkesi,Other Fish,Polychaetes,1,Group,Ellison et al.1979,
Embiotoca jacksoni,Encrusting Bryozoan spp.,Other Fish,Bryozoans,1,Group,Ellison et al.1979,
Embiotoca jacksoni,Euherdmania claviformis,Other Fish,Tunicates,1,Group,Hobson and Chess 2001,
Embiotoca jacksoni,Loxorhynchus grandis,Other Fish,Crabs & Lobsters,1,Family,Ellison et al.1979,small/juvenile
Embiotoca jacksoni,Lytechinus anamesus,Other Fish,Urchins,1,Group,Holbrook et al.1985,small/juvenile
Embiotoca jacksoni,Mitra idae,Other Fish,Gastropods,1,Group,Robbins 2006,small gastropods
Embiotoca jacksoni,Mytilus californianus,Other Fish,Bivalves,1,Species,"Quast 1968, Ellison et al.1979",
Embiotoca jacksoni,Ophioplocus esmarki,Other Fish,Ophioroids,1,Group,Ellison et al.1979,
Embiotoca jacksoni,Ophiothrix spiculata,Other Fish,Ophioroids,1,Group,Ellison et al.1979,
Embiotoca jacksoni,Panulirus interruptus,Other Fish,Crabs & Lobsters,1,Species,"Winget 1968, Engle 1979",juvenile
Embiotoca jacksoni,Phragmatopoma californica,Other Fish,Polychaetes,1,Group,Ellison et al.1979,
Embiotoca jacksoni,Polyclinum planum,Other Fish,Tunicates,1,Group,Hobson and Chess 2001,
Embiotoca jacksoni,Pugettia producta,Other Fish,Crabs & Lobsters,1,Family,Ellison et al.1979,small/juvenile
Embiotoca jacksoni,Pycnoclavella stanleyi,Other Fish,Tunicates,1,Group,Hobson and Chess 2001,
Embiotoca jacksoni,Sabellid Worm ,Other Fish,Polychaetes,1,Group,Ellison et al.1979,
