"","Lepidoptera Family","Lepidoptera Name","Hostplant Family","Hostplant Name","Source","URL"
"15224","Hesperiidae","Carcharodus alceae","Malvaceae","Malva","BHL","http://www.biodiversitylibrary.org/page/34677027"
"15225","Hesperiidae","Carcharodus alceae","Malvaceae","Malva","BHL","http://www.biodiversitylibrary.org/page/34677031"
"15226","Hesperiidae","Carcharodus alceae","Malvaceae","Malva","BHL","http://www.biodiversitylibrary.org/page/32994615"
"15227","Hesperiidae","Carcharodus alceae","Malvaceae","Malva","BHL","http://www.biodiversitylibrary.org/page/28200374"
"15228","Hesperiidae","Carcharodus alceae","Malvaceae","Lavatera","BHL","http://www.biodiversitylibrary.org/page/9445595"
"15229","Hesperiidae","Carcharodus alceae","Malvaceae","Lavatera","BHL","http://www.biodiversitylibrary.org/page/9884955"
"5112","Hesperiidae","Carcharodus baeticus","Lamiaceae","Marrubium vulgare","EOL","http://eol.org/data_objects/18790895"
"5113","Hesperiidae","Carcharodus baeticus","Lamiaceae","Marrubium","EOL","http://eol.org/data_objects/18790895"
"5114","Hesperiidae","Carcharodus baeticus","Lamiaceae","Ballota","EOL","http://eol.org/data_objects/18790895"
"16793","Hesperiidae","Carcharodus baeticus","Lamiaceae","Marrubium","BHL","http://www.biodiversitylibrary.org/page/10023016"
"16794","Hesperiidae","Carcharodus baeticus","Lamiaceae","Ballota","BHL","http://www.biodiversitylibrary.org/page/10505609"
"5115","Hesperiidae","Carcharodus floccifera","Lamiaceae","Marrubium","EOL","http://eol.org/data_objects/23233468"
"5116","Hesperiidae","Carcharodus floccifera","Lamiaceae","Stachys","EOL","http://eol.org/data_objects/23233468"
"5110","Hesperiidae","Carcharodus lavatherae","Lamiaceae","Stachys recta","EOL","http://eol.org/data_objects/11617902"
"5111","Hesperiidae","Carcharodus lavatherae","Lamiaceae","Stachys","EOL","http://eol.org/data_objects/11617902"
"15012","Hesperiidae","Carcharodus lavatherae","Lamiaceae","Stachys recta","BHL","http://www.biodiversitylibrary.org/page/30970456"
"15013","Hesperiidae","Carcharodus lavatherae","Lamiaceae","Stachys","BHL","http://www.biodiversitylibrary.org/page/30970456"
"9141","Riodinidae","Caria ino","Bromeliaceae","Tillandsia caput-medusae","EOL","http://eol.org/data_objects/19607244"
"9142","Riodinidae","Caria ino","Ulmaceae","Celtis","EOL","http://eol.org/data_objects/19607244"
"9143","Riodinidae","Caria ino","Ulmaceae","Celtis","EOL","http://eol.org/data_objects/14471611"
"9144","Riodinidae","Caria ino","Bromeliaceae","Tillandsia","EOL","http://eol.org/data_objects/19607244"
"5150","Hesperiidae","Carterocephalus palaemon","Poaceae","Brachypodium sylvaticum","EOL","http://eol.org/data_objects/6693022"
"5151","Hesperiidae","Carterocephalus palaemon","Poaceae","Brachypodium sylvaticum","EOL","http://eol.org/data_objects/22929540"
"5152","Hesperiidae","Carterocephalus palaemon","Poaceae","Calamagrostis purpurascens","EOL","http://eol.org/data_objects/22929540"
"5153","Hesperiidae","Carterocephalus palaemon","Poaceae","Molinia caerulea","EOL","http://eol.org/data_objects/6693022"
"5154","Hesperiidae","Carterocephalus palaemon","Poaceae","Molinia caerulea","EOL","http://eol.org/data_objects/22929540"
"5155","Hesperiidae","Carterocephalus palaemon","Poaceae","Brachypodium","EOL","http://eol.org/data_objects/6693022"
"5156","Hesperiidae","Carterocephalus palaemon","Poaceae","Brachypodium","EOL","http://eol.org/data_objects/22929540"
"5157","Hesperiidae","Carterocephalus palaemon","Poaceae","Bromus","EOL","http://eol.org/data_objects/23143552"
"5158","Hesperiidae","Carterocephalus palaemon","Poaceae","Bromus","EOL","http://eol.org/data_objects/22929540"
"5159","Hesperiidae","Carterocephalus palaemon","Poaceae","Calamagrostis","EOL","http://eol.org/data_objects/23143552"
"5160","Hesperiidae","Carterocephalus palaemon","Poaceae","Calamagrostis","EOL","http://eol.org/data_objects/22929540"
"5161","Hesperiidae","Carterocephalus palaemon","Poaceae","Molinia","EOL","http://eol.org/data_objects/6693022"
"5162","Hesperiidae","Carterocephalus palaemon","Poaceae","Molinia","EOL","http://eol.org/data_objects/22929540"
"14987","Hesperiidae","Carterocephalus palaemon","Poaceae","Bromus","BHL","http://www.biodiversitylibrary.org/page/17019749"
"14988","Hesperiidae","Carterocephalus palaemon","Poaceae","Bromus","BHL","http://www.biodiversitylibrary.org/page/16864776"
"14989","Hesperiidae","Carterocephalus palaemon","Poaceae","Bromus","BHL","http://www.biodiversitylibrary.org/page/23317746"
"14990","Hesperiidae","Carterocephalus palaemon","Poaceae","Calamagrostis","BHL","http://www.biodiversitylibrary.org/page/22831785"
"17121","Hesperiidae","Carystoides basoches","Arecaceae","Chamaedorea costaricana","BHL","http://www.biodiversitylibrary.org/page/2859297"
"17122","Hesperiidae","Carystoides basoches","Arecaceae","Chamaedorea tepejilote","BHL","http://www.biodiversitylibrary.org/page/2859297"
"17123","Hesperiidae","Carystoides basoches","Arecaceae","Chamaedorea","BHL","http://www.biodiversitylibrary.org/page/2859297"
"5983","Hesperiidae","Carystoides hondura","Arecaceae","Prestoea decurrens","EOL","http://eol.org/data_objects/22710971"
"5984","Hesperiidae","Carystoides hondura","Arecaceae","Welfia regia","EOL","http://eol.org/data_objects/22710971"
"5985","Hesperiidae","Carystoides hondura","Arecaceae","Asterogyne martiana","EOL","http://eol.org/data_objects/22710971"
"5986","Hesperiidae","Carystoides hondura","Arecaceae","Astrocaryum alatum","EOL","http://eol.org/data_objects/22710971"
"5987","Hesperiidae","Carystoides hondura","Meliaceae","Cedrela odorata","EOL","http://eol.org/data_objects/22710971"
"5988","Hesperiidae","Carystoides hondura","Arecaceae","Calyptrogyne trichostachys","EOL","http://eol.org/data_objects/22710971"
"5989","Hesperiidae","Carystoides hondura","Arecaceae","Euterpe precatoria","EOL","http://eol.org/data_objects/22710971"
"5990","Hesperiidae","Carystoides hondura","Arecaceae","Geonoma congesta","EOL","http://eol.org/data_objects/22710971"
"5991","Hesperiidae","Carystoides hondura","Arecaceae","Geonoma ferruginea","EOL","http://eol.org/data_objects/22710971"
"5992","Hesperiidae","Carystoides hondura","Arecaceae","Geonoma interrupta","EOL","http://eol.org/data_objects/22710971"
"5993","Hesperiidae","Carystoides hondura","Arecaceae","Prestoea","EOL","http://eol.org/data_objects/22710971"
"5994","Hesperiidae","Carystoides hondura","Arecaceae","Welfia","EOL","http://eol.org/data_objects/22710971"
"5995","Hesperiidae","Carystoides hondura","Arecaceae","Asterogyne","EOL","http://eol.org/data_objects/22710971"
"5996","Hesperiidae","Carystoides hondura","Arecaceae","Astrocaryum","EOL","http://eol.org/data_objects/22710971"
"5997","Hesperiidae","Carystoides hondura","Meliaceae","Cedrela","EOL","http://eol.org/data_objects/22710971"
"5998","Hesperiidae","Carystoides hondura","Arecaceae","Calyptrogyne","EOL","http://eol.org/data_objects/22710971"
"5999","Hesperiidae","Carystoides hondura","Arecaceae","Chrysalidocarpus","EOL","http://eol.org/data_objects/22710971"
"6000","Hesperiidae","Carystoides hondura","Arecaceae","Euterpe","EOL","http://eol.org/data_objects/22710971"
"6001","Hesperiidae","Carystoides hondura","Arecaceae","Geonoma","EOL","http://eol.org/data_objects/22710971"
"2499","Nymphalidae","Cassionympha cassius","Juncaceae","Juncus capensis","EOL","http://eol.org/data_objects/22454466"
"2500","Nymphalidae","Cassionympha cassius","Poaceae","Pentaschistis capensis","EOL","http://eol.org/data_objects/22454466"
"2501","Nymphalidae","Cassionympha cassius","Juncaceae","Juncus","EOL","http://eol.org/data_objects/22454466"
"2502","Nymphalidae","Cassionympha cassius","Poaceae","Pentaschistis","EOL","http://eol.org/data_objects/22454466"
"2503","Nymphalidae","Cassionympha detecta","Cyperaceae","Ficinia ramosissima","EOL","http://eol.org/data_objects/22454467"
"2504","Nymphalidae","Cassionympha detecta","Cyperaceae","Ficinia","EOL","http://eol.org/data_objects/22454467"
"2505","Nymphalidae","Cassionympha detecta","Restionaceae","Restio","EOL","http://eol.org/data_objects/22454467"
"4497","Nymphalidae","Castilia eranites","Acanthaceae","Justicia","EOL","http://eol.org/data_objects/13116122"
"4498","Nymphalidae","Castilia eranites","Acanthaceae","Odontonema","EOL","http://eol.org/data_objects/13116122"
"4499","Nymphalidae","Castilia ofella","Acanthaceae","Aphelandra storkii","EOL","http://eol.org/data_objects/22489464"
"4500","Nymphalidae","Castilia ofella","Acanthaceae","Aphelandra","EOL","http://eol.org/data_objects/22489464"
"4285","Nymphalidae","Catacroptera cloanthe","Acanthaceae","Asystasia gangetica","EOL","http://eol.org/data_objects/22696278"
"4286","Nymphalidae","Catacroptera cloanthe","Acanthaceae","Barleria opaca","EOL","http://eol.org/data_objects/22696278"
"4287","Nymphalidae","Catacroptera cloanthe","Acanthaceae","Ruellia cordata","EOL","http://eol.org/data_objects/22696278"
"4288","Nymphalidae","Catacroptera cloanthe","Acanthaceae","Asystasia","EOL","http://eol.org/data_objects/22696278"
"4289","Nymphalidae","Catacroptera cloanthe","Acanthaceae","Barleria","EOL","http://eol.org/data_objects/22696278"
"4290","Nymphalidae","Catacroptera cloanthe","Acanthaceae","Justicia","EOL","http://eol.org/data_objects/22696278"
"4291","Nymphalidae","Catacroptera cloanthe","Acanthaceae","Phaulopsis","EOL","http://eol.org/data_objects/22696278"
"4292","Nymphalidae","Catacroptera cloanthe","Acanthaceae","Ruellia","EOL","http://eol.org/data_objects/22696278"
"4293","Nymphalidae","Catacroptera cloanthe","Apocynaceae","Asclepias","EOL","http://eol.org/data_objects/22696278"
"10379","Nymphalidae","Catacroptera cloanthe","Acanthaceae","Asystasia","BHL","http://www.biodiversitylibrary.org/page/39203022"
"10380","Nymphalidae","Catacroptera cloanthe","Acanthaceae","Asystasia","BHL","http://www.biodiversitylibrary.org/page/41065042"
"10381","Nymphalidae","Catacroptera cloanthe","Acanthaceae","Barleria","BHL","http://www.biodiversitylibrary.org/page/39203022"
"6329","Pieridae","Catasticta nimbice","Santalaceae","Phoradendron velutinum","EOL","http://eol.org/data_objects/17320596"
"6330","Pieridae","Catasticta nimbice","Santalaceae","Phoradendron","EOL","http://eol.org/data_objects/17320596"
"6331","Pieridae","Catasticta nimbice","Loranthaceae","Struthanthus","EOL","http://eol.org/data_objects/13123488"
"6332","Pieridae","Catasticta theresa","Santalaceae","Antidaphne viscoidea","EOL","http://eol.org/data_objects/13123358"
"6333","Pieridae","Catasticta theresa","Santalaceae","Antidaphne","EOL","http://eol.org/data_objects/13123358"
"2017","Nymphalidae","Catoblepia orgetorix","Arecaceae","Bactris","EOL","http://eol.org/data_objects/13116109"
"7901","Lycaenidae","Catochrysops strabo","Sapindaceae","Schleichera trijuga","EOL","http://eol.org/data_objects/18726246"
"7902","Lycaenidae","Catochrysops strabo","Fabaceae","Desmodium","EOL","http://eol.org/data_objects/18726246"
"7903","Lycaenidae","Catochrysops strabo","Sapindaceae","Schleichera","EOL","http://eol.org/data_objects/18726246"
"23175","Lycaenidae","Catochrysops strabo","Fabaceae","Cajanus","BHL","http://www.biodiversitylibrary.org/page/35612147"
"3647","Nymphalidae","Catonephele chromis","Euphorbiaceae","Alchornea","EOL","http://eol.org/data_objects/22525933"
"3648","Nymphalidae","Catonephele chromis","Euphorbiaceae","Alchornea","EOL","http://eol.org/data_objects/13127848"
"3649","Nymphalidae","Catonephele mexicana","Euphorbiaceae","Dalechampia","EOL","http://eol.org/data_objects/13116097"
"3650","Nymphalidae","Catonephele numilia","Euphorbiaceae","Alchornea costaricensis","EOL","http://eol.org/data_objects/22525925"
"3651","Nymphalidae","Catonephele numilia","Euphorbiaceae","Alchornea","EOL","http://eol.org/data_objects/22471896"
"3652","Nymphalidae","Catonephele numilia","Euphorbiaceae","Alchornea","EOL","http://eol.org/data_objects/22525925"
"3653","Nymphalidae","Catonephele numilia","Euphorbiaceae","Alchornea","EOL","http://eol.org/data_objects/13116088"
"3654","Nymphalidae","Catonephele numilia","Euphorbiaceae","Alchornea","EOL","http://eol.org/data_objects/13116090"
"3655","Nymphalidae","Catonephele orites","Euphorbiaceae","Alchornea costaricensis","EOL","http://eol.org/data_objects/22487900"
"3656","Nymphalidae","Catonephele orites","Euphorbiaceae","Alchornea","EOL","http://eol.org/data_objects/22487900"
"3657","Nymphalidae","Catonephele orites","Euphorbiaceae","Alchornea","EOL","http://eol.org/data_objects/20619697"
"6334","Pieridae","Catopsilia florella","Fabaceae","Senna petersiana","EOL","http://eol.org/data_objects/23196779"
"6335","Pieridae","Catopsilia florella","Fabaceae","Cassia","EOL","http://eol.org/data_objects/15642477"
"6336","Pieridae","Catopsilia florella","Fabaceae","Senna","EOL","http://eol.org/data_objects/23196779"
"19022","Pieridae","Catopsilia florella","Fabaceae","Acacia","BHL","http://www.biodiversitylibrary.org/page/3267986"
"19023","Pieridae","Catopsilia florella","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/6393823"
"19024","Pieridae","Catopsilia florella","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/10494502"
"19025","Pieridae","Catopsilia florella","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/17769099"
"19026","Pieridae","Catopsilia florella","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/29828624"
"19027","Pieridae","Catopsilia florella","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/29830638"
"19028","Pieridae","Catopsilia florella","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/29886430"
"19029","Pieridae","Catopsilia florella","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/29997748"
"19030","Pieridae","Catopsilia florella","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/29999894"
"19031","Pieridae","Catopsilia florella","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/30013547"
"19032","Pieridae","Catopsilia florella","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/30062750"
"19033","Pieridae","Catopsilia florella","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/30210849"
"19034","Pieridae","Catopsilia florella","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/15105022"
"19035","Pieridae","Catopsilia florella","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/30359578"
"19036","Pieridae","Catopsilia florella","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/41065041"
"19037","Pieridae","Catopsilia florella","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/30139308"
"19038","Pieridae","Catopsilia florella","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/41311272"
"19039","Pieridae","Catopsilia florella","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/29829475"
"19040","Pieridae","Catopsilia florella","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/31583692"
"19041","Pieridae","Catopsilia florella","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/7072891"
"19042","Pieridae","Catopsilia florella","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/7072859"
"19043","Pieridae","Catopsilia florella","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/14687202"
"19044","Pieridae","Catopsilia florella","Fabaceae","Senna","BHL","http://www.biodiversitylibrary.org/page/35889928"
"19045","Pieridae","Catopsilia florella","Fabaceae","Senna","BHL","http://www.biodiversitylibrary.org/page/1914775"
"19046","Pieridae","Catopsilia florella","Fabaceae","Sesbania","BHL","http://www.biodiversitylibrary.org/page/41065041"
"19015","Pieridae","Catopsilia gorgophone","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/38709511"
"19016","Pieridae","Catopsilia gorgophone","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/38710085"
"19017","Pieridae","Catopsilia gorgophone","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/8197036"
"6337","Pieridae","Catopsilia pomona","Fabaceae","Butea monosperma","EOL","http://eol.org/data_objects/23227892"
"6338","Pieridae","Catopsilia pomona","Fabaceae","Cassia fistula","EOL","http://eol.org/data_objects/23227892"
"6339","Pieridae","Catopsilia pomona","Fabaceae","Pterocarpus indicus","EOL","http://eol.org/data_objects/23227892"
"6340","Pieridae","Catopsilia pomona","Fabaceae","Senna alata","EOL","http://eol.org/data_objects/23227892"
"6341","Pieridae","Catopsilia pomona","Fabaceae","Bauhinia","EOL","http://eol.org/data_objects/23227892"
"6342","Pieridae","Catopsilia pomona","Fabaceae","Butea","EOL","http://eol.org/data_objects/23227892"
"6343","Pieridae","Catopsilia pomona","Fabaceae","Cassia","EOL","http://eol.org/data_objects/23227892"
"6344","Pieridae","Catopsilia pomona","Fabaceae","Senna","EOL","http://eol.org/data_objects/23227892"
"6345","Pieridae","Catopsilia pomona","Fabaceae","Pterocarpus","EOL","http://eol.org/data_objects/23227892"
"6346","Pieridae","Catopsilia pomona","Fabaceae","Sesbania","EOL","http://eol.org/data_objects/23227892"
"18745","Pieridae","Catopsilia pomona","Fabaceae","Cassia fistula","BHL","http://www.biodiversitylibrary.org/page/30073220"
"18746","Pieridae","Catopsilia pomona","Fabaceae","Cassia fistula","BHL","http://www.biodiversitylibrary.org/page/38928161"
"18747","Pieridae","Catopsilia pomona","Fabaceae","Cassia fistula","BHL","http://www.biodiversitylibrary.org/page/10787910"
"18748","Pieridae","Catopsilia pomona","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/38709511"
"18749","Pieridae","Catopsilia pomona","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/8243919"
"18750","Pieridae","Catopsilia pomona","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/30073220"
"18751","Pieridae","Catopsilia pomona","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/30359578"
"18752","Pieridae","Catopsilia pomona","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/41074778"
"18753","Pieridae","Catopsilia pomona","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/38928161"
"18754","Pieridae","Catopsilia pomona","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/11201937"
"18755","Pieridae","Catopsilia pomona","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/10443404"
"18756","Pieridae","Catopsilia pomona","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/10443932"
"18757","Pieridae","Catopsilia pomona","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/10787910"
"18758","Pieridae","Catopsilia pomona","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/10787921"
"18759","Pieridae","Catopsilia pomona","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/10787923"
"18760","Pieridae","Catopsilia pomona","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/10788215"
"18761","Pieridae","Catopsilia pomona","Fabaceae","Pterocarpus","BHL","http://www.biodiversitylibrary.org/page/30073220"
"6347","Pieridae","Catopsilia pyranthe","Fabaceae","Cassia bakeriana","EOL","http://eol.org/data_objects/23227893"
"6348","Pieridae","Catopsilia pyranthe","Fabaceae","Cassia javanica","EOL","http://eol.org/data_objects/23227893"
"6349","Pieridae","Catopsilia pyranthe","Fabaceae","Ormocarpum cochinchinense","EOL","http://eol.org/data_objects/23227893"
"6350","Pieridae","Catopsilia pyranthe","Fabaceae","Senna alata","EOL","http://eol.org/data_objects/23227893"
"6351","Pieridae","Catopsilia pyranthe","Fabaceae","Senna occidentalis","EOL","http://eol.org/data_objects/23227893"
"6352","Pieridae","Catopsilia pyranthe","Fabaceae","Cassia","EOL","http://eol.org/data_objects/23227893"
"6353","Pieridae","Catopsilia pyranthe","Araceae","Colocasia","EOL","http://eol.org/data_objects/23227893"
"6354","Pieridae","Catopsilia pyranthe","Fabaceae","Crotalaria","EOL","http://eol.org/data_objects/23227893"
"6355","Pieridae","Catopsilia pyranthe","Fabaceae","Ormocarpum","EOL","http://eol.org/data_objects/23227893"
"6356","Pieridae","Catopsilia pyranthe","Fabaceae","Senna","EOL","http://eol.org/data_objects/23227893"
"6357","Pieridae","Catopsilia pyranthe","Fabaceae","Sesbania","EOL","http://eol.org/data_objects/23227893"
"17371","Pieridae","Catopsilia pyranthe","Fabaceae","Cassia fistula","BHL","http://www.biodiversitylibrary.org/page/35558399"
"17372","Pieridae","Catopsilia pyranthe","Fabaceae","Cassia fistula","BHL","http://www.biodiversitylibrary.org/page/2075057"
"17373","Pieridae","Catopsilia pyranthe","Fabaceae","Cassia fistula","BHL","http://www.biodiversitylibrary.org/page/8197036"
"17374","Pieridae","Catopsilia pyranthe","Fabaceae","Cassia fistula","BHL","http://www.biodiversitylibrary.org/page/35733369"
"17375","Pieridae","Catopsilia pyranthe","Fabaceae","Cassia fistula","BHL","http://www.biodiversitylibrary.org/page/7613767"
"17376","Pieridae","Catopsilia pyranthe","Fabaceae","Cassia fistula","BHL","http://www.biodiversitylibrary.org/page/10891957"
"17377","Pieridae","Catopsilia pyranthe","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/38709511"
"17378","Pieridae","Catopsilia pyranthe","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/38710085"
"17379","Pieridae","Catopsilia pyranthe","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/17769099"
"17380","Pieridae","Catopsilia pyranthe","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/24865565"
"17381","Pieridae","Catopsilia pyranthe","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/35558399"
"17382","Pieridae","Catopsilia pyranthe","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/35612148"
"17383","Pieridae","Catopsilia pyranthe","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/35612198"
"17384","Pieridae","Catopsilia pyranthe","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/39373993"
"17385","Pieridae","Catopsilia pyranthe","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/2075057"
"17386","Pieridae","Catopsilia pyranthe","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/30155517"
"17387","Pieridae","Catopsilia pyranthe","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/30157351"
"17388","Pieridae","Catopsilia pyranthe","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/41074778"
"17389","Pieridae","Catopsilia pyranthe","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/8197036"
"17390","Pieridae","Catopsilia pyranthe","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/35733369"
"17391","Pieridae","Catopsilia pyranthe","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/30139647"
"17392","Pieridae","Catopsilia pyranthe","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/11201937"
"17393","Pieridae","Catopsilia pyranthe","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/7613767"
"17394","Pieridae","Catopsilia pyranthe","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/10891957"
"17395","Pieridae","Catopsilia pyranthe","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/10891400"
"17396","Pieridae","Catopsilia pyranthe","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/9789626"
"17397","Pieridae","Catopsilia pyranthe","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/25562318"
"17398","Pieridae","Catopsilia pyranthe","Fabaceae","Crotalaria","BHL","http://www.biodiversitylibrary.org/page/33666571"
"17399","Pieridae","Catopsilia pyranthe","Fabaceae","Crotalaria","BHL","http://www.biodiversitylibrary.org/page/35558786"
"17400","Pieridae","Catopsilia pyranthe","Fabaceae","Crotalaria","BHL","http://www.biodiversitylibrary.org/page/41074778"
"17401","Pieridae","Catopsilia pyranthe","Fabaceae","Crotalaria","BHL","http://www.biodiversitylibrary.org/page/10891400"
"17402","Pieridae","Catopsilia pyranthe","Fabaceae","Sesbania","BHL","http://www.biodiversitylibrary.org/page/10024848"
"17403","Pieridae","Catopsilia pyranthe","Fabaceae","Sesbania","BHL","http://www.biodiversitylibrary.org/page/10024853"
"17404","Pieridae","Catopsilia pyranthe","Fabaceae","Sesbania","BHL","http://www.biodiversitylibrary.org/page/10024855"
"17405","Pieridae","Catopsilia pyranthe","Fabaceae","Sesbania","BHL","http://www.biodiversitylibrary.org/page/7613767"
"17406","Pieridae","Catopsilia pyranthe","Fabaceae","Sesbania","BHL","http://www.biodiversitylibrary.org/page/10891400"
"17407","Pieridae","Catopsilia pyranthe","Fabaceae","Sesbania","BHL","http://www.biodiversitylibrary.org/page/9789355"
"17408","Pieridae","Catopsilia pyranthe","Fabaceae","Sesbania","BHL","http://www.biodiversitylibrary.org/page/9789364"
"17409","Pieridae","Catopsilia pyranthe","Fabaceae","Sesbania","BHL","http://www.biodiversitylibrary.org/page/9789368"
"17410","Pieridae","Catopsilia pyranthe","Fabaceae","Sesbania","BHL","http://www.biodiversitylibrary.org/page/9789626"
"17411","Pieridae","Catopsilia pyranthe","Fabaceae","Sesbania","BHL","http://www.biodiversitylibrary.org/page/25562060"
"6358","Pieridae","Catopsilia scylla","Fabaceae","Cassia fistula","EOL","http://eol.org/data_objects/19223813"
"6359","Pieridae","Catopsilia scylla","Fabaceae","Senna obtusifolia","EOL","http://eol.org/data_objects/19223813"
"6360","Pieridae","Catopsilia scylla","Fabaceae","Cassia","EOL","http://eol.org/data_objects/19223813"
"6361","Pieridae","Catopsilia scylla","Fabaceae","Senna","EOL","http://eol.org/data_objects/19223813"
"18737","Pieridae","Catopsilia scylla","Fabaceae","Cassia fistula","BHL","http://www.biodiversitylibrary.org/page/8197036"
"18738","Pieridae","Catopsilia scylla","Fabaceae","Cassia fistula","BHL","http://www.biodiversitylibrary.org/page/38928161"
"18739","Pieridae","Catopsilia scylla","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/39373995"
"18740","Pieridae","Catopsilia scylla","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/30359578"
"18741","Pieridae","Catopsilia scylla","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/8197036"
"18742","Pieridae","Catopsilia scylla","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/38928161"
"18743","Pieridae","Catopsilia scylla","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/30139647"
"18744","Pieridae","Catopsilia scylla","Fabaceae","Cassia","BHL","http://www.biodiversitylibrary.org/page/41338141"
"6362","Pieridae","Catopsilia thauruma","Fabaceae","Cassia","EOL","http://eol.org/data_objects/23036585"
"3515","Nymphalidae","Catuna crithea","Melianthaceae","Bersama abyssinica","EOL","http://eol.org/data_objects/20814893"
"3516","Nymphalidae","Catuna crithea","Sapotaceae","Manilkara obovata","EOL","http://eol.org/data_objects/20814893"
"3517","Nymphalidae","Catuna crithea","Sapotaceae","Mimusops kummel","EOL","http://eol.org/data_objects/20814893"
"3518","Nymphalidae","Catuna crithea","Melianthaceae","Bersama","EOL","http://eol.org/data_objects/20814893"
"3519","Nymphalidae","Catuna crithea","Sapotaceae","Chrysophyllum","EOL","http://eol.org/data_objects/20814893"
"3520","Nymphalidae","Catuna crithea","Sapotaceae","Manilkara","EOL","http://eol.org/data_objects/20814893"
"3521","Nymphalidae","Catuna crithea","Sapotaceae","Mimusops","EOL","http://eol.org/data_objects/20814893"
"3522","Nymphalidae","Catuna crithea","Sapotaceae","Pouteria","EOL","http://eol.org/data_objects/20814893"
"3523","Nymphalidae","Catuna crithea","Sapotaceae","Englerophytum","EOL","http://eol.org/data_objects/20814893"
